title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,link,img_link
Sharp Objects,0c11e2d068768dbb,Science,28.41,28.41,0.0,Four,0,In stock (8 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,4dbd54d9e36c9566,Default,37.51,37.51,0.0,Five,0,In stock (8 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,7f5157bf53065d36,History,11.45,11.45,0.0,One,0,In stock (8 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,77e9ea355bd8ae57,Nonfiction,19.22,19.22,0.0,Four,0,In stock (8 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",04e3de7ac35ec5cd,Nonfiction,56.91,56.91,0.0,Three,0,In stock (8 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,15ebd83e53d0391b,Nonfiction,55.06,55.06,0.0,Four,0,In stock (8 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,fef91502cbacf23a,Nonfiction,13.2,13.2,0.0,One,0,In stock (8 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",b1a227b7609ff263,Food and Drink,53.63,53.63,0.0,Two,0,In stock (8 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,f16c2edb2a603f92,History,44.48,44.48,0.0,Four,0,In stock (8 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,88ec621893e595d0,Self Help,12.08,12.08,0.0,Five,0,In stock (7 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),b46d022080543144,Default,22.14,22.14,0.0,Five,0,In stock (7 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,9735c969c652dd89,Mystery,25.37,25.37,0.0,Five,0,In stock (7 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",48cb52d78c992487,Spirituality,46.33,46.33,0.0,Three,0,In stock (7 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,a94350ee74deaa07,Travel,37.33,37.33,0.0,One,0,In stock (7 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,4242cc3d0437db12,Humor,25.55,25.55,0.0,One,0,In stock (7 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,4a0b78598b42897a,Default,34.72,34.72,0.0,Two,0,In stock (7 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,0ff9d10864db8364,Childrens,35.96,35.96,0.0,Two,0,In stock (7 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,9147c5251cc99eb1,Art,41.14,41.14,0.0,Three,0,In stock (7 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,0345872b14f9e774,Science,10.01,10.01,0.0,One,0,In stock (7 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,a8dbf1c6b41b885a,Default,36.05,36.05,0.0,One,0,In stock (7 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,f935412970c9f58f,Default,49.03,49.03,0.0,Four,0,In stock (7 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,47f4fd3e8e1dac05,Add a comment,16.24,16.24,0.0,Five,0,In stock (7 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,57f85720e54d6442,Biography,39.55,39.55,0.0,One,0,In stock (7 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,7a10353c9c54cf7c,Add a comment,35.67,35.67,0.0,Four,0,In stock (7 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",24933c712f0bca2f,Historical Fiction,16.62,16.62,0.0,Three,0,In stock (7 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,d250657f0ebc5d73,Fiction,42.78,42.78,0.0,Four,0,In stock (7 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,20789fb17b423c4c,Mystery,52.3,52.3,0.0,One,0,In stock (7 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",4b8fa561a1e52d1c,Art,32.34,32.34,0.0,Two,0,In stock (7 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,5fbd03b1ac0a0e69,Default,33.17,33.17,0.0,Four,0,In stock (7 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,ba047a636b7d3793,Add a comment,20.12,20.12,0.0,Five,0,In stock (7 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),8776181be110838a,Default,20.9,20.9,0.0,Five,0,In stock (7 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,bd087cf6a846db75,Romance,20.9,20.9,0.0,Five,0,In stock (7 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",7ffebdd1d5148aef,Fiction,40.2,40.2,0.0,Three,0,In stock (7 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,9639e89d20228e6e,Childrens,52.87,52.87,0.0,One,0,In stock (7 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,8486f61aa81a3daa,Business,51.74,51.74,0.0,One,0,In stock (7 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,31c56c4d0fe19340,Childrens,34.41,34.41,0.0,Two,0,In stock (7 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,68008abf6409dfde,Childrens,32.38,32.38,0.0,Two,0,In stock (7 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,746029796363aa51,Young Adult,50.35,50.35,0.0,Three,0,In stock (7 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,924438fc6cbec836,Food and Drink,11.38,11.38,0.0,One,0,In stock (7 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,725cd8d23d78cdca,Womens Fiction,43.58,43.58,0.0,One,0,In stock (7 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,dac4b5847454fd9b,Fiction,49.67,49.67,0.0,Four,0,In stock (7 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,b6670507e85b30e6,Christian Fiction,28.77,28.77,0.0,Five,0,In stock (7 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,40cdcbb7692fd408,Default,13.22,13.22,0.0,One,0,In stock (7 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,b74ee891e2a6dd69,Poetry,51.17,51.17,0.0,Four,0,In stock (7 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",4c82371b8cd02d4d,Fantasy,39.61,39.61,0.0,Three,0,In stock (7 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,68407606544d6f22,Add a comment,57.43,57.43,0.0,Four,0,In stock (7 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,2a9fcb3382d351c8,Food and Drink,46.01,46.01,0.0,One,0,In stock (7 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",eff5710404e2ff78,Food and Drink,28.25,28.25,0.0,Two,0,In stock (7 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,c00bc29a678a6efb,Add a comment,37.05,37.05,0.0,Four,0,In stock (7 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,de6d7645f192d517,Sequential Art,19.57,19.57,0.0,Five,0,In stock (7 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),2e40333991f56f45,Nonfiction,45.13,45.13,0.0,Five,0,In stock (7 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,4e78f06160b717ac,Nonfiction,46.64,46.64,0.0,Five,0,In stock (7 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",4fa75fc6829431ca,Fantasy,12.16,12.16,0.0,Three,0,In stock (7 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,4e980425468708da,Mystery,20.89,20.89,0.0,One,0,In stock (7 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,4807043b8218e9ce,Christian Fiction,17.97,17.97,0.0,One,0,In stock (7 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,4781b6bfd6f7a2c5,Music,52.6,52.6,0.0,Two,0,In stock (7 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,a322361a37a78d3d,Christian,25.77,25.77,0.0,Two,0,In stock (7 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,5b546a46a86a9d8c,Biography,48.19,48.19,0.0,Three,0,In stock (7 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,6b52904b2ab91bf6,Philosophy,29.93,29.93,0.0,One,0,In stock (7 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,cc1936a9f4e93477,Travel,44.34,44.34,0.0,One,0,In stock (7 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,6c7fa6844380f50a,History,52.4,52.4,0.0,Four,0,In stock (7 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,d1378a0ad06ff979,Fantasy,44.81,44.81,0.0,Five,0,In stock (7 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,5ba3d703d1ae0c1d,Default,57.84,57.84,0.0,One,0,In stock (6 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,774fa432bd7d9c47,History,39.67,39.67,0.0,Four,0,In stock (6 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",fd364afd082f5446,Default,55.02,55.02,0.0,Three,0,In stock (6 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2da5edf8b5776c9a,Mystery,24.8,24.8,0.0,Four,0,In stock (6 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,60376aa71be66083,Nonfiction,59.45,59.45,0.0,One,0,In stock (6 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",2efa5a839e62b1bd,Default,31.58,31.58,0.0,Two,0,In stock (6 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,d326e189b1210916,Add a comment,43.27,43.27,0.0,Four,0,In stock (6 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,e6635f5b0a2c78db,Historical Fiction,37.34,37.34,0.0,Five,0,In stock (6 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),72b5355dda190b6a,Default,17.8,17.8,0.0,Five,0,In stock (6 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,48736df57e7bec9f,Travel,30.54,30.54,0.0,Five,0,In stock (6 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",d33824cb93ecab6f,Add a comment,18.77,18.77,0.0,Three,0,In stock (6 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,2bc80eba94950873,Add a comment,46.85,46.85,0.0,One,0,In stock (6 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,eb7459e0c570251d,Historical,15.79,15.79,0.0,One,0,In stock (6 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,cb17945cb90b7837,Default,10.27,10.27,0.0,Two,0,In stock (6 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,3d250ab0f12be445,Poetry,15.42,15.42,0.0,Two,0,In stock (6 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,6478ccb4416e6a5d,Food and Drink,59.92,59.92,0.0,Three,0,In stock (6 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,2a1b3d967cda1da2,Young Adult,50.96,50.96,0.0,One,0,In stock (6 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,8d8e9f9b8730eb25,Default,30.6,30.6,0.0,One,0,In stock (6 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,720c36b2bee4692e,Add a comment,19.27,19.27,0.0,Four,0,In stock (6 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,6d235933670503d9,Default,46.58,46.58,0.0,Five,0,In stock (6 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,f38f37ed934d84b2,Add a comment,48.51,48.51,0.0,One,0,In stock (6 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,7a2b51f69e81c722,Fiction,19.02,19.02,0.0,Four,0,In stock (6 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",6958de044cb28a84,Mystery,38.38,38.38,0.0,Three,0,In stock (6 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,fe0f34ebed689381,Nonfiction,49.98,49.98,0.0,Four,0,In stock (6 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,e792c0969cefe1b8,Self Help,46.49,46.49,0.0,One,0,In stock (6 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",012170e4fc87ace0,Thriller,18.32,18.32,0.0,Two,0,In stock (6 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,384c7d41d5ffe9d1,Nonfiction,42.14,42.14,0.0,Four,0,In stock (6 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,56a34d0cec11d6b0,Add a comment,56.59,56.59,0.0,Five,0,In stock (6 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),97258f576d4bb672,Sequential Art,20.96,20.96,0.0,Five,0,In stock (6 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,4e3b183180e2a992,Fiction,40.32,40.32,0.0,Five,0,In stock (6 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",6e06d0f00f6da20f,Sequential Art,36.39,36.39,0.0,Three,0,In stock (6 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,f3c70d296ec796c4,History,58.55,58.55,0.0,One,0,In stock (6 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,faf841f81c52638b,Food and Drink,39.61,39.61,0.0,One,0,In stock (6 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,46cb43c2ab133ccc,Psychology,21.3,21.3,0.0,Two,0,In stock (6 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,9e60929f521fa280,Travel,56.88,56.88,0.0,Two,0,In stock (6 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,2e5b4ff08a75fd02,Historical Fiction,32.97,32.97,0.0,Three,0,In stock (5 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,e75f3ae1da1cc652,Young Adult,47.31,47.31,0.0,One,0,In stock (5 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,759ee7d059b1beb8,Nonfiction,48.67,48.67,0.0,One,0,In stock (5 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,60369d96b7b80869,Young Adult,41.73,41.73,0.0,Four,0,In stock (5 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,163d89116179c33f,Default,53.68,53.68,0.0,Five,0,In stock (5 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,3a7d54a264d9f33e,Young Adult,14.64,14.64,0.0,One,0,In stock (5 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,bc209a900101f28d,Music,38.4,38.4,0.0,Four,0,In stock (5 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",abbb492978ff656d,Classics,15.08,15.08,0.0,Three,0,In stock (5 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2e4fc5eacceec12c,Add a comment,30.57,30.57,0.0,Four,0,In stock (5 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,e0b3a679b83caccc,Fantasy,57.74,57.74,0.0,One,0,In stock (5 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",f701fae56b645ef7,Food and Drink,11.05,11.05,0.0,Two,0,In stock (5 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,93379e3a2072a01b,Classics,28.58,28.58,0.0,Four,0,In stock (5 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,0d210d2448c3018f,History,42.91,42.91,0.0,Five,0,In stock (5 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),dfd9ff1f343cdaff,Fiction,24.73,24.73,0.0,Five,0,In stock (5 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,c4589ee5977a47be,History,55.91,55.91,0.0,Five,0,In stock (5 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",3213b1f13f5f0f7c,Science,13.76,13.76,0.0,Three,0,In stock (5 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
